COSMIC_ID,CELL_LINE_NAME,TCGA_DESC,DRUG_ID,LN_IC50,Z_SCORE
908122,MDA-MB-453,BRCA,1005,4.183536,0.289495
910852,CAL-85-1,BRCA,1005,4.567394,0.486799
906844,DU-4475,BRCA,1005,1.692161,-0.991079
924240,MDA-MB-415,BRCA,1005,4.770993,0.591449
749715,HCC2157,BRCA,1005,4.781465,0.596832
749716,HCC2218,BRCA,1005,4.22208,0.309306
946382,CAMA-1,BRCA,1005,3.718517,0.050474
908151,MRK-nu-1,BRCA,1005,2.977731,-0.330293
946359,BT-474,BRCA,1005,7.0966,1.786818
908123,MDA-MB-468,BRCA,1005,1.346241,-1.168883
909907,ZR-75-30,BRCA,1005,7.28243,1.882335
1298157,JIMT-1,BRCA,1005,4.841506,0.627693
905946,MCF7,BRCA,1005,4.583545,0.495101
1303900,HCC1500,BRCA,1005,4.770232,0.591058
905957,Hs-578-T,BRCA,1005,4.200458,0.298192
910704,AU565,BRCA,1005,2.942159,-0.348577
1290922,HDQ-P1,BRCA,1005,5.689933,1.063787
906812,COLO-824,BRCA,1005,4.186072,0.290798
908121,MDA-MB-361,BRCA,1005,4.910563,0.663188
910948,MFM-223,BRCA,1005,6.876465,1.673667
1240172,MDA-MB-436,BRCA,1005,4.244527,0.320844
749714,HCC1937,BRCA,1005,4.663289,0.536089
907048,HCC70,BRCA,1005,2.593475,-0.527801
909256,OCUB-M,BRCA,1005,3.002762,-0.317427
905960,MDA-MB-231,BRCA,1005,3.589114,-0.01604
909778,UACC-893,BRCA,1005,3.248483,-0.191126
1290798,EFM-192A,BRCA,1005,5.276856,0.851464
949093,BT-483,BRCA,1005,7.28,1.881086
749713,HCC1599,BRCA,1005,2.427237,-0.613248
905945,T47D,BRCA,1005,5.626464,1.031164
749710,HCC1143,BRCA,1005,6.429997,1.444182
749717,HCC38,BRCA,1005,4.978177,0.697942
907045,HCC1419,BRCA,1005,4.141378,0.267825
1290906,HCC202,BRCA,1005,4.475262,0.439442
1290905,HCC1428,BRCA,1005,7.472223,1.979889
924106,CAL-148,BRCA,1005,1.471124,-1.104693
749711,HCC1187,BRCA,1005,4.074779,0.233593
906826,CAL-120,BRCA,1005,7.017559,1.74619
910910,UACC-812,BRCA,1005,3.431376,-0.097118
906851,EFM-19,BRCA,1005,5.81481,1.127974
925338,MDA-MB-157,BRCA,1005,5.475404,0.953518
905951,BT-549,BRCA,1005,4.821636,0.61748
906862,EVSA-T,BRCA,1005,3.893768,0.140553
1330941,MDA-MB-330,BRCA,1005,5.762423,1.101047
907046,HCC1569,BRCA,1005,4.616968,0.51228
749709,HCC1954,BRCA,1005,5.005908,0.712196
906801,BT-20,BRCA,1005,4.09189,0.242388
910927,CAL-51,BRCA,1006,-1.082517,-1.141289
908120,MDA-MB-175-VII,BRCA,1006,-0.274337,-0.779105
749712,HCC1395,BRCA,1006,3.265597,0.807308
908122,MDA-MB-453,BRCA,1006,1.44949,-0.006576
910852,CAL-85-1,BRCA,1006,2.819261,0.607283
906844,DU-4475,BRCA,1006,-1.633341,-1.388139
924240,MDA-MB-415,BRCA,1006,2.38099,0.410873
749715,HCC2157,BRCA,1006,3.993091,1.133332
946382,CAMA-1,BRCA,1006,2.158183,0.311023
908151,MRK-nu-1,BRCA,1006,0.523236,-0.421674
946359,BT-474,BRCA,1006,4.949418,1.561908
908123,MDA-MB-468,BRCA,1006,3.28616,0.816523
909907,ZR-75-30,BRCA,1006,4.855424,1.519784
1298157,JIMT-1,BRCA,1006,1.977999,0.230274
905946,MCF7,BRCA,1006,3.829049,1.059817
1303900,HCC1500,BRCA,1006,3.611897,0.962501
905957,Hs-578-T,BRCA,1006,3.324011,0.833485
910704,AU565,BRCA,1006,1.781521,0.142223
1290922,HDQ-P1,BRCA,1006,2.523468,0.474725
906812,COLO-824,BRCA,1006,1.843358,0.169935
908121,MDA-MB-361,BRCA,1006,2.679928,0.544842
910948,MFM-223,BRCA,1006,4.625404,1.416702
1240172,MDA-MB-436,BRCA,1006,4.269491,1.2572
749714,HCC1937,BRCA,1006,4.789023,1.490027
907048,HCC70,BRCA,1006,2.917117,0.651137
909256,OCUB-M,BRCA,1006,2.508898,0.468195
905960,MDA-MB-231,BRCA,1006,1.003526,-0.206434
1290798,EFM-192A,BRCA,1006,3.953262,1.115483
949093,BT-483,BRCA,1006,5.816697,1.950577
905945,T47D,BRCA,1006,3.949093,1.113615
749710,HCC1143,BRCA,1006,3.841265,1.065292
749717,HCC38,BRCA,1006,1.968314,0.225934
907045,HCC1419,BRCA,1006,3.522536,0.922454
1290905,HCC1428,BRCA,1006,5.193723,1.671392
924106,CAL-148,BRCA,1006,-1.784579,-1.455916
749711,HCC1187,BRCA,1006,3.301163,0.823246
906826,CAL-120,BRCA,1006,2.91798,0.651524
910910,UACC-812,BRCA,1006,4.763157,1.478435
906851,EFM-19,BRCA,1006,3.835238,1.062591
925338,MDA-MB-157,BRCA,1006,3.765106,1.031161
905951,BT-549,BRCA,1006,2.687065,0.54804
906862,EVSA-T,BRCA,1006,1.381874,-0.036878
749709,HCC1954,BRCA,1006,3.947056,1.112702
906801,BT-20,BRCA,1006,3.382961,0.859904
910927,CAL-51,BRCA,1007,-4.886498,-0.378457
908120,MDA-MB-175-VII,BRCA,1007,-3.240341,0.776739
749712,HCC1395,BRCA,1007,-4.460405,-0.079445
908122,MDA-MB-453,BRCA,1007,-4.798139,-0.316451
910852,CAL-85-1,BRCA,1007,-4.264956,0.057712
906844,DU-4475,BRCA,1007,-5.711603,-0.957478
924240,MDA-MB-415,BRCA,1007,-4.337736,0.006638
749715,HCC2157,BRCA,1007,-5.620538,-0.893573
749716,HCC2218,BRCA,1007,-2.388354,1.374625
946382,CAMA-1,BRCA,1007,-5.064987,-0.503713
908151,MRK-nu-1,BRCA,1007,-6.022775,-1.175844
946359,BT-474,BRCA,1007,-2.921773,1.000296
908123,MDA-MB-468,BRCA,1007,-5.540448,-0.83737
909907,ZR-75-30,BRCA,1007,-1.275373,2.155663
1298157,JIMT-1,BRCA,1007,-5.589613,-0.871871
905946,MCF7,BRCA,1007,-4.507188,-0.112275
1303900,HCC1500,BRCA,1007,-2.530999,1.274523
905957,Hs-578-T,BRCA,1007,-7.100364,-1.932046
910704,AU565,BRCA,1007,-5.808503,-1.025478
1290922,HDQ-P1,BRCA,1007,-3.207131,0.800045
906812,COLO-824,BRCA,1007,-5.581017,-0.865839
908121,MDA-MB-361,BRCA,1007,-5.089635,-0.521009
910948,MFM-223,BRCA,1007,-3.401556,0.663606
1240172,MDA-MB-436,BRCA,1007,-3.311594,0.726738
749714,HCC1937,BRCA,1007,-2.902607,1.013746
907048,HCC70,BRCA,1007,-4.984563,-0.447275
909256,OCUB-M,BRCA,1007,-5.755397,-0.988211
905960,MDA-MB-231,BRCA,1007,-4.457622,-0.077492
909778,UACC-893,BRCA,1007,-4.001871,0.242333
1290798,EFM-192A,BRCA,1007,-2.629785,1.2052
949093,BT-483,BRCA,1007,-0.733581,2.535868
749713,HCC1599,BRCA,1007,-3.123274,0.858892
905945,T47D,BRCA,1007,-4.474488,-0.089328
749710,HCC1143,BRCA,1007,-4.210363,0.096023
749717,HCC38,BRCA,1007,-3.844513,0.352759
907045,HCC1419,BRCA,1007,-0.984553,2.359747
1290906,HCC202,BRCA,1007,-2.044859,1.615674
1290905,HCC1428,BRCA,1007,-1.865841,1.7413
924106,CAL-148,BRCA,1007,-5.667747,-0.926702
749711,HCC1187,BRCA,1007,-4.303828,0.030434
906826,CAL-120,BRCA,1007,-2.938261,0.988725
910910,UACC-812,BRCA,1007,-3.371079,0.684994
906851,EFM-19,BRCA,1007,-4.350191,-0.002102
925338,MDA-MB-157,BRCA,1007,-3.59793,0.5258
905951,BT-549,BRCA,1007,-3.744746,0.422772
906862,EVSA-T,BRCA,1007,-4.275581,0.050256
1330941,MDA-MB-330,BRCA,1007,-2.246963,1.473846
907046,HCC1569,BRCA,1007,-4.056194,0.204211
749709,HCC1954,BRCA,1007,-4.177968,0.118756
906801,BT-20,BRCA,1007,-4.190114,0.110233
910927,CAL-51,BRCA,1010,3.093045,-0.092831
908120,MDA-MB-175-VII,BRCA,1010,-0.433337,-2.477898
749712,HCC1395,BRCA,1010,3.642757,0.278967
908122,MDA-MB-453,BRCA,1010,1.77356,-0.985264
910852,CAL-85-1,BRCA,1010,3.71924,0.330696
906844,DU-4475,BRCA,1010,1.843827,-0.937739
924240,MDA-MB-415,BRCA,1010,2.599597,-0.426574
749715,HCC2157,BRCA,1010,0.877052,-1.591617
946382,CAMA-1,BRCA,1010,3.326865,0.065314
908151,MRK-nu-1,BRCA,1010,2.792826,-0.295884
946359,BT-474,BRCA,1010,3.351428,0.081927
908123,MDA-MB-468,BRCA,1010,1.599095,-1.103263
909907,ZR-75-30,BRCA,1010,5.254369,1.368981
1298157,JIMT-1,BRCA,1010,3.927934,0.471846
905946,MCF7,BRCA,1010,4.60277,0.928271
1303900,HCC1500,BRCA,1010,3.579079,0.235898
905957,Hs-578-T,BRCA,1010,3.854809,0.422389
910704,AU565,BRCA,1010,1.164262,-1.397363
1290922,HDQ-P1,BRCA,1010,0.771373,-1.663093
906812,COLO-824,BRCA,1010,1.98092,-0.845016
908121,MDA-MB-361,BRCA,1010,2.924976,-0.206504
910948,MFM-223,BRCA,1010,5.200676,1.332665
1240172,MDA-MB-436,BRCA,1010,4.422373,0.80626
749714,HCC1937,BRCA,1010,2.73539,-0.33473
907048,HCC70,BRCA,1010,2.86581,-0.246521
909256,OCUB-M,BRCA,1010,2.836136,-0.266591
905960,MDA-MB-231,BRCA,1010,3.550192,0.216361
1290798,EFM-192A,BRCA,1010,3.871241,0.433502
949093,BT-483,BRCA,1010,6.296963,2.074138
905945,T47D,BRCA,1010,3.960961,0.494184
749710,HCC1143,BRCA,1010,2.874589,-0.240583
749717,HCC38,BRCA,1010,4.492224,0.853504
907045,HCC1419,BRCA,1010,2.265505,-0.652537
1290905,HCC1428,BRCA,1010,4.606842,0.931026
924106,CAL-148,BRCA,1010,3.332522,0.069139
749711,HCC1187,BRCA,1010,3.502215,0.183911
906826,CAL-120,BRCA,1010,5.705252,1.673935
910910,UACC-812,BRCA,1010,3.664736,0.293833
906851,EFM-19,BRCA,1010,4.134787,0.611752
925338,MDA-MB-157,BRCA,1010,4.032564,0.542613
905951,BT-549,BRCA,1010,4.377846,0.776145
906862,EVSA-T,BRCA,1010,2.879914,-0.236981
749709,HCC1954,BRCA,1010,3.3755,0.098208
906801,BT-20,BRCA,1010,3.252626,0.015102
910927,CAL-51,BRCA,1011,1.398764,-0.252995
908120,MDA-MB-175-VII,BRCA,1011,3.063866,0.586581
749712,HCC1395,BRCA,1011,3.221634,0.66613
908122,MDA-MB-453,BRCA,1011,2.352062,0.227676
910852,CAL-85-1,BRCA,1011,2.147922,0.124745
906844,DU-4475,BRCA,1011,0.102278,-0.906707
924240,MDA-MB-415,BRCA,1011,-0.046899,-0.981925
749715,HCC2157,BRCA,1011,-0.084263,-1.000765
749716,HCC2218,BRCA,1011,4.019772,1.068567
946382,CAMA-1,BRCA,1011,1.142873,-0.38202
908151,MRK-nu-1,BRCA,1011,1.754743,-0.073503
946359,BT-474,BRCA,1011,2.849717,0.478603
908123,MDA-MB-468,BRCA,1011,1.478783,-0.212648
909907,ZR-75-30,BRCA,1011,5.892723,2.012944
1298157,JIMT-1,BRCA,1011,1.231597,-0.337283
905946,MCF7,BRCA,1011,1.464123,-0.22004
1303900,HCC1500,BRCA,1011,-2.303068,-2.119528
905957,Hs-578-T,BRCA,1011,-0.627924,-1.274889
910704,AU565,BRCA,1011,1.878001,-0.011354
1290922,HDQ-P1,BRCA,1011,-0.44412,-1.182212
906812,COLO-824,BRCA,1011,-1.464301,-1.696606
908121,MDA-MB-361,BRCA,1011,1.766221,-0.067716
910948,MFM-223,BRCA,1011,1.591721,-0.155702
1240172,MDA-MB-436,BRCA,1011,2.995802,0.552262
749714,HCC1937,BRCA,1011,1.463433,-0.220388
907048,HCC70,BRCA,1011,2.985205,0.546919
909256,OCUB-M,BRCA,1011,0.799103,-0.555355
905960,MDA-MB-231,BRCA,1011,0.819604,-0.545018
909778,UACC-893,BRCA,1011,2.397356,0.250514
1290798,EFM-192A,BRCA,1011,4.228594,1.173859
949093,BT-483,BRCA,1011,3.70028,0.907473
749713,HCC1599,BRCA,1011,2.788829,0.447902
905945,T47D,BRCA,1011,1.814975,-0.043133
749710,HCC1143,BRCA,1011,1.613497,-0.144722
749717,HCC38,BRCA,1011,-0.026617,-0.971699
907045,HCC1419,BRCA,1011,1.881922,-0.009377
1290906,HCC202,BRCA,1011,1.850893,-0.025023
1290905,HCC1428,BRCA,1011,1.045633,-0.43105
924106,CAL-148,BRCA,1011,0.303392,-0.805302
749711,HCC1187,BRCA,1011,3.723977,0.919421
906826,CAL-120,BRCA,1011,-0.199978,-1.059111
910910,UACC-812,BRCA,1011,1.789752,-0.055851
906851,EFM-19,BRCA,1011,1.415196,-0.244709
925338,MDA-MB-157,BRCA,1011,1.626019,-0.138408
905951,BT-549,BRCA,1011,1.544629,-0.179447
906862,EVSA-T,BRCA,1011,1.526201,-0.188738
1330941,MDA-MB-330,BRCA,1011,-3.194485,-2.568997
907046,HCC1569,BRCA,1011,-1.446424,-1.687592
749709,HCC1954,BRCA,1011,3.765648,0.940433
906801,BT-20,BRCA,1011,2.052318,0.07654
910927,CAL-51,BRCA,1012,1.293609,-0.240873
908120,MDA-MB-175-VII,BRCA,1012,1.585528,0.038596
749712,HCC1395,BRCA,1012,2.636378,1.044631
908122,MDA-MB-453,BRCA,1012,-0.396126,-1.858545
910852,CAL-85-1,BRCA,1012,2.145459,0.574648
906844,DU-4475,BRCA,1012,-0.019531,-1.498011
924240,MDA-MB-415,BRCA,1012,1.837742,0.280054
749715,HCC2157,BRCA,1012,-0.618196,-2.071144
749716,HCC2218,BRCA,1012,1.783942,0.228549
946382,CAMA-1,BRCA,1012,0.807149,-0.706587
908151,MRK-nu-1,BRCA,1012,1.894615,0.334501
946359,BT-474,BRCA,1012,1.444003,-0.096893
908123,MDA-MB-468,BRCA,1012,1.479903,-0.062524
909907,ZR-75-30,BRCA,1012,3.631727,1.99753
1298157,JIMT-1,BRCA,1012,1.692762,0.141257
905946,MCF7,BRCA,1012,1.321064,-0.214589
1303900,HCC1500,BRCA,1012,1.593707,0.046426
905957,Hs-578-T,BRCA,1012,0.466758,-1.032461
910704,AU565,BRCA,1012,0.611266,-0.894116
1290922,HDQ-P1,BRCA,1012,2.525806,0.938774
906812,COLO-824,BRCA,1012,0.561277,-0.941973
908121,MDA-MB-361,BRCA,1012,1.129052,-0.398412
910948,MFM-223,BRCA,1012,2.013358,0.44818
1240172,MDA-MB-436,BRCA,1012,2.980787,1.374351
749714,HCC1937,BRCA,1012,2.662678,1.069808
907048,HCC70,BRCA,1012,1.432343,-0.108055
909256,OCUB-M,BRCA,1012,0.553863,-0.94907
905960,MDA-MB-231,BRCA,1012,0.891842,-0.625506
909778,UACC-893,BRCA,1012,1.255584,-0.277276
1290798,EFM-192A,BRCA,1012,1.689853,0.138472
949093,BT-483,BRCA,1012,3.008608,1.400985
749713,HCC1599,BRCA,1012,-0.167489,-1.639659
905945,T47D,BRCA,1012,1.355905,-0.181234
749710,HCC1143,BRCA,1012,1.665005,0.114684
749717,HCC38,BRCA,1012,2.55033,0.962252
907045,HCC1419,BRCA,1012,1.748549,0.194665
1290906,HCC202,BRCA,1012,1.004464,-0.517687
1290905,HCC1428,BRCA,1012,0.240213,-1.249344
924106,CAL-148,BRCA,1012,0.294378,-1.197489
749711,HCC1187,BRCA,1012,2.684428,1.090631
906826,CAL-120,BRCA,1012,2.521175,0.93434
910910,UACC-812,BRCA,1012,1.593549,0.046275
906851,EFM-19,BRCA,1012,0.600801,-0.904135
925338,MDA-MB-157,BRCA,1012,1.738234,0.18479
905951,BT-549,BRCA,1012,3.468845,1.841595
906862,EVSA-T,BRCA,1012,0.756165,-0.755396
1330941,MDA-MB-330,BRCA,1012,1.923712,0.362358
907046,HCC1569,BRCA,1012,1.105207,-0.42124
749709,HCC1954,BRCA,1012,3.045067,1.43589
906801,BT-20,BRCA,1012,2.915432,1.311783
910927,CAL-51,BRCA,1013,1.558438,-1.134814
908120,MDA-MB-175-VII,BRCA,1013,3.057214,-0.196538
749712,HCC1395,BRCA,1013,2.520858,-0.532312
908122,MDA-MB-453,BRCA,1013,2.498962,-0.546019
910852,CAL-85-1,BRCA,1013,3.156758,-0.134221
906844,DU-4475,BRCA,1013,0.360705,-1.88463
924240,MDA-MB-415,BRCA,1013,2.758434,-0.383583
749715,HCC2157,BRCA,1013,2.480146,-0.557799
946382,CAMA-1,BRCA,1013,2.375507,-0.623306
908151,MRK-nu-1,BRCA,1013,2.861404,-0.319121
946359,BT-474,BRCA,1013,3.020439,-0.21956
908123,MDA-MB-468,BRCA,1013,1.672234,-1.063575
909907,ZR-75-30,BRCA,1013,2.084345,-0.805582
1298157,JIMT-1,BRCA,1013,3.58932,0.136576
905946,MCF7,BRCA,1013,2.448569,-0.577567
1303900,HCC1500,BRCA,1013,2.3527,-0.637584
905957,Hs-578-T,BRCA,1013,1.12184,-1.408138
910704,AU565,BRCA,1013,1.81639,-0.973329
1290922,HDQ-P1,BRCA,1013,2.284125,-0.680514
906812,COLO-824,BRCA,1013,2.412069,-0.600417
908121,MDA-MB-361,BRCA,1013,4.224927,0.534484
910948,MFM-223,BRCA,1013,3.260193,-0.069467
1240172,MDA-MB-436,BRCA,1013,3.650421,0.174827
749714,HCC1937,BRCA,1013,3.393537,0.01401
907048,HCC70,BRCA,1013,3.281838,-0.055917
909256,OCUB-M,BRCA,1013,1.638915,-1.084434
905960,MDA-MB-231,BRCA,1013,2.146535,-0.766649
1290798,EFM-192A,BRCA,1013,3.293908,-0.04836
949093,BT-483,BRCA,1013,3.99606,0.391207
905945,T47D,BRCA,1013,2.34995,-0.639306
749710,HCC1143,BRCA,1013,4.092981,0.451882
749717,HCC38,BRCA,1013,3.89831,0.330013
907045,HCC1419,BRCA,1013,1.597495,-1.110364
1290905,HCC1428,BRCA,1013,2.019425,-0.846224
924106,CAL-148,BRCA,1013,3.346528,-0.015419
749711,HCC1187,BRCA,1013,4.122137,0.470135
906826,CAL-120,BRCA,1013,3.358315,-0.00804
910910,UACC-812,BRCA,1013,5.423086,1.284566
906851,EFM-19,BRCA,1013,3.060762,-0.194316
925338,MDA-MB-157,BRCA,1013,5.207493,1.149599
905951,BT-549,BRCA,1013,1.754377,-1.012152
906862,EVSA-T,BRCA,1013,0.426889,-1.843197
749709,HCC1954,BRCA,1013,3.049331,-0.201473
906801,BT-20,BRCA,1013,2.43117,-0.588459
749716,HCC2218,BRCA,1013,5.069704,1.063339
909778,UACC-893,BRCA,1013,2.180693,-0.745265
749713,HCC1599,BRCA,1013,3.51786,0.09184
1330941,MDA-MB-330,BRCA,1013,2.536719,-0.522383
907046,HCC1569,BRCA,1013,2.49486,-0.548587
910927,CAL-51,BRCA,1017,3.422137,-0.866849
908120,MDA-MB-175-VII,BRCA,1017,6.643782,1.583924
749712,HCC1395,BRCA,1017,3.535674,-0.780479
908122,MDA-MB-453,BRCA,1017,5.515897,0.725919
910852,CAL-85-1,BRCA,1017,4.639358,0.059117
906844,DU-4475,BRCA,1017,2.2725,-1.741401
924240,MDA-MB-415,BRCA,1017,4.107588,-0.345412
749715,HCC2157,BRCA,1017,5.427524,0.658692
946382,CAMA-1,BRCA,1017,3.96427,-0.454437
908151,MRK-nu-1,BRCA,1017,4.153779,-0.310273
946359,BT-474,BRCA,1017,5.980885,1.079645
908123,MDA-MB-468,BRCA,1017,3.125469,-1.09253
909907,ZR-75-30,BRCA,1017,6.131793,1.194443
1298157,JIMT-1,BRCA,1017,4.370061,-0.145743
905946,MCF7,BRCA,1017,5.653818,0.830838
1303900,HCC1500,BRCA,1017,4.465861,-0.072865
905957,Hs-578-T,BRCA,1017,4.213717,-0.264677
910704,AU565,BRCA,1017,4.545105,-0.012583
1290922,HDQ-P1,BRCA,1017,4.150267,-0.312945
906812,COLO-824,BRCA,1017,5.255368,0.527729
908121,MDA-MB-361,BRCA,1017,4.320125,-0.18373
910948,MFM-223,BRCA,1017,6.579275,1.534853
1240172,MDA-MB-436,BRCA,1017,5.099672,0.409288
749714,HCC1937,BRCA,1017,5.714125,0.876715
907048,HCC70,BRCA,1017,3.848024,-0.542867
909256,OCUB-M,BRCA,1017,3.497044,-0.809865
905960,MDA-MB-231,BRCA,1017,4.135779,-0.323966
909778,UACC-893,BRCA,1017,3.907036,-0.497975
1290798,EFM-192A,BRCA,1017,4.503029,-0.044591
949093,BT-483,BRCA,1017,7.296353,2.080349
749713,HCC1599,BRCA,1017,4.812189,0.190593
905945,T47D,BRCA,1017,4.775174,0.162435
749710,HCC1143,BRCA,1017,5.421619,0.654199
749717,HCC38,BRCA,1017,6.37254,1.377585
907045,HCC1419,BRCA,1017,4.743871,0.138623
1290905,HCC1428,BRCA,1017,6.30835,1.328754
924106,CAL-148,BRCA,1017,4.28079,-0.213653
749711,HCC1187,BRCA,1017,5.159698,0.454951
906826,CAL-120,BRCA,1017,7.104088,1.934089
910910,UACC-812,BRCA,1017,5.022352,0.350469
906851,EFM-19,BRCA,1017,5.186683,0.475478
925338,MDA-MB-157,BRCA,1017,4.499037,-0.047628
905951,BT-549,BRCA,1017,5.344286,0.59537
906862,EVSA-T,BRCA,1017,3.347037,-0.923978
1330941,MDA-MB-330,BRCA,1017,6.459732,1.443914
907046,HCC1569,BRCA,1017,5.479685,0.698371
749709,HCC1954,BRCA,1017,4.100653,-0.350687
906801,BT-20,BRCA,1017,4.204667,-0.271561
910927,CAL-51,BRCA,1021,2.607028,-0.652711
908120,MDA-MB-175-VII,BRCA,1021,4.852379,1.150673
749712,HCC1395,BRCA,1021,1.906991,-1.214955
908122,MDA-MB-453,BRCA,1021,1.96934,-1.164878
910852,CAL-85-1,BRCA,1021,4.018465,0.480904
906844,DU-4475,BRCA,1021,1.222113,-1.765024
924240,MDA-MB-415,BRCA,1021,3.859141,0.352941
749715,HCC2157,BRCA,1021,4.332109,0.732811
